Country,Sport,Year,Athletes,Gold,Silver,Bronze,Total_Medals,Events_Participated,GDP_Index,Population_Millions,Prev_Medals,Host,Medal_per_Athlete,Gold_Ratio,Participation_Rate,Medals_per_Million
Rwanda,Boxing,2016,45.0,4.0,4.0,3.0,11.0,9.0,0.37,79.58,9.0,0,0.2444,0.3636,5.0,0.1382
India,Wrestling,1996,34.0,3.0,2.0,0.0,5.0,,0.269,1149.86,4.0,0,0.1471,0.6,,0.0043
usa,Boxing,2020,37.0,1.0,2.0,2.0,5.0,41.0,0.196,461.89,7.0,0,0.1351,0.2,0.9024,0.0108
Bulgaria,Weightlifting,2000,1.0,3.0,,3.0,10.0,11.0,0.414,156.29,,0,10.0,0.3,0.0909,0.064
Finland,Swimming,2016,41.0,2.0,3.0,2.0,7.0,35.0,0.439,709.89,,0,0.1707,0.2857,1.1714,0.0099
Turkey,Swimming,2012,37.0,4.0,4.0,5.0,13.0,32.0,0.368,,10.0,0,0.3514,0.3077,1.1562,
New Zealand,Wrestling,2016,,1.0,4.0,,,45.0,0.458,1326.98,,0,,,,
Qatar,Rowing,2020,42.0,4.0,,4.0,11.0,13.0,0.342,187.66,13.0,0,0.2619,0.3636,3.2308,0.0586
Trinidad,Rowing,2016,52.0,0.0,2.0,3.0,,,0.42,66.0,5.0,0,,,,
Cambodia,Rowing,2012,15.0,2.0,0.0,0.0,2.0,,0.755,379.86,1.0,0,0.1333,1.0,,0.0053
Poland,Judo,1992,53.0,1.0,0.0,0.0,1.0,,0.961,314.25,1.0,0,0.0189,1.0,,0.0032
India,Swimming,2020,58.0,1.0,0.0,0.0,1.0,15.0,0.808,868.24,2.0,0,0.0172,1.0,3.8667,0.0012
Russia,Athletics,1996,41.0,5.0,5.0,4.0,14.0,39.0,0.109,74.7,11.0,0,0.3415,0.3571,1.0513,0.1874
Argentina,Swimming,2004,38.0,1.0,0.0,2.0,3.0,13.0,0.362,450.43,5.0,0,0.0789,0.3333,2.9231,0.0067
Thailand,Rowing,2000,37.0,0.0,0.0,0.0,0.0,5.0,,,0.0,0,0.0,0.0,7.4,
Jamaica,Wrestling,2020,40.0,2.0,4.0,2.0,8.0,40.0,,133.78,7.0,0,0.2,0.25,1.0,0.0598
Poland,Cycling,2020,34.0,2.0,4.0,4.0,10.0,43.0,0.139,1007.55,8.0,0,0.2941,0.2,0.7907,0.0099
Turkey,Wrestling,1992,21.0,1.0,,0.0,2.0,42.0,0.885,711.18,4.0,0,0.0952,0.5,0.5,0.0028
Morocco,Gymnastics,2000,,0.0,1.0,0.0,1.0,29.0,0.891,1036.72,1.0,0,,0.0,,0.001
Georgia,Shooting,2016,16.0,3.0,1.0,0.0,4.0,42.0,0.718,794.27,4.0,0,0.25,0.75,0.381,0.005
Romania,Cycling,2008,,0.0,1.0,0.0,1.0,11.0,0.899,396.35,3.0,0,,0.0,,0.0025
Bangladesh,Swimming,1992,29.0,0.0,0.0,1.0,1.0,5.0,,1088.04,0.0,0,0.0345,0.0,5.8,0.0009
Bangladesh,Wrestling,2012,32.0,0.0,1.0,0.0,1.0,26.0,0.636,905.46,1.0,0,0.0312,0.0,1.2308,0.0011
Estonia,Shooting,2012,9.0,1.0,4.0,3.0,8.0,16.0,0.799,1103.27,7.0,0,0.8889,0.125,0.5625,0.0073
UK,Swimming,2008,4.0,1.0,3.0,2.0,6.0,29.0,0.866,110.62,3.0,0,1.5,0.1667,0.1379,0.0542
Austria,Rowing,2024,50.0,2.0,3.0,,8.0,,0.255,1295.81,8.0,0,0.16,0.25,,0.0062
Slovenia,Swimming,2016,6.0,3.0,5.0,5.0,13.0,17.0,0.496,69.54,15.0,0,2.1667,0.2308,0.3529,0.1869
Ukraine,Gymnastics,2024,35.0,1.0,1.0,2.0,4.0,,0.956,1122.33,2.0,0,0.1143,0.25,,0.0036
Belarus,Rowing,2024,36.0,2.0,2.0,1.0,5.0,2.0,0.484,767.86,7.0,0,0.1389,0.4,18.0,0.0065
Jamaica,Boxing,2000,49.0,0.0,0.0,0.0,0.0,42.0,0.712,94.86,0.0,0,0.0,0.0,1.1667,0.0
Sweden,Weightlifting,2016,34.0,-8.369581896081575,-3.6143874927489743,1.0,4.0,12.0,0.293,1360.89,2.0,0,0.1176,-2.0924,2.8333,0.0029
Egypt,Gymnastics,1992,43.0,2.0,2.0,0.0,4.0,2.0,0.579,1105.42,6.0,0,0.093,0.5,21.5,0.0036
Latvia,Weightlifting,2020,38.0,0.0,0.0,0.0,0.0,25.0,0.194,387.32,0.0,0,0.0,0.0,1.52,0.0
Dominican Republic,Swimming,2024,31.0,4.0,3.0,1.0,8.0,32.0,0.638,867.17,8.0,0,0.2581,0.5,0.9688,0.0092
Chile,Gymnastics,2004,5.0,4.0,5.0,4.0,13.0,43.0,0.95,675.04,15.0,0,2.6,0.3077,0.1163,0.0193
Cambodia,Rowing,2020,11.0,3.0,0.0,2.0,5.0,9.0,0.537,1356.15,4.0,0,0.4545,0.6,1.2222,0.0037
Bangladesh,Cycling,2008,41.0,0.0,1.0,0.0,1.0,12.0,0.842,,,0,0.0244,0.0,3.4167,
Sri Lanka,Athletics,2020,6.0,3.0,1.0,4.0,8.0,7.0,0.331,1307.64,10.0,0,1.3333,0.375,0.8571,0.0061
Croatia,Athletics,2020,44.0,1.0,,2.0,5.0,23.0,0.527,903.5,4.0,0,0.1136,0.2,1.913,0.0055
Chile,Weightlifting,2000,39.0,4.0,4.0,2.0,10.0,13.0,0.508,958.38,9.0,0,0.2564,0.4,3.0,0.0104
India,Boxing,2012,52.0,0.0,0.0,1.0,1.0,38.0,0.681,609.29,,0,0.0192,0.0,1.3684,0.0016
Costa Rica,Weightlifting,2024,52.0,0.0,,2.0,3.0,21.0,,1102.61,0.0,0,0.0577,0.0,2.4762,0.0027
Trinidad,Cycling,1992,22.0,5.0,3.0,1.0,9.0,31.0,0.13,992.62,10.0,0,0.4091,0.5556,0.7097,0.0091
Netherlands,Cycling,2000,52.0,0.0,0.0,0.0,0.0,30.0,0.565,644.68,0.0,0,0.0,0.0,1.7333,0.0
Australia,Cycling,2020,1.0,2.0,5.0,3.0,10.0,6.0,0.112,1254.14,8.0,0,10.0,0.2,0.1667,0.008
Rwanda,Weightlifting,2000,7.0,4.0,5.0,2.0,11.0,38.0,0.598,801.36,12.0,0,1.5714,0.3636,0.1842,0.0137
Switzerland,Judo,1992,31.0,,1.0,1.0,2.0,49.0,0.849,590.48,0.0,0,0.0645,,0.6327,0.0034
Azerbaijan,Rowing,2020,8777.34073179189,3.0,2.0,3.0,8.0,23.0,12.392555885573806,1011.01,9.0,0,0.0009,0.375,381.6235,0.0079
Sri Lanka,Gymnastics,2024,24.0,0.0,0.0,,1.0,9.0,0.113,361.43,3.0,0,0.0417,0.0,2.6667,0.0028
Bangladesh,Athletics,2004,59.0,0.0,0.0,1.0,1.0,19.0,0.684,510.21,1.0,0,0.0169,0.0,3.1053,0.002
UK,Wrestling,2024,29.0,0.0,0.0,0.0,0.0,2.0,0.907,868.91,0.0,0,0.0,0.0,14.5,0.0
China,Boxing,1996,22.0,1.0,2.0,2.0,5.0,8.0,0.951,,7.0,0,0.2273,0.2,2.75,
Kazakhstan,Swimming,2016,36.0,4.0,3.0,4.0,11.0,1.0,0.75,331.14,13.0,0,0.3056,0.3636,36.0,0.0332
Indonesia,Wrestling,1992,16.0,0.0,0.0,0.0,0.0,15.0,0.19,1085.2,0.0,0,0.0,0.0,1.0667,0.0
Spain,Boxing,1992,5.0,0.0,0.0,0.0,0.0,,0.694,1070.36,0.0,0,0.0,0.0,,0.0
Georgia,Weightlifting,2004,7.0,3.0,5.0,4.0,12.0,47.0,0.929,106.95,9.0,0,1.7143,0.25,0.1489,0.1122
USA,Wrestling,2012,27.0,0.0,0.0,,0.0,,0.414,,0.0,0,0.0,0.0,,
Belgium,Weightlifting,1992,32.0,0.0,2.0,,5.0,31.0,0.614,850.85,6.0,0,0.1562,0.0,1.0323,0.0059
UAE,Rowing,2000,2.0,3.0,3.0,1.0,7.0,,0.21,1298.45,5.0,0,3.5,0.4286,,0.0054
Lithuania,Cycling,2020,55.0,1.0,3.0,2.0,6.0,,0.491,317.11,3.0,0,0.1091,0.1667,,0.0189
Indonesia,Gymnastics,2016,3.0,4.0,2.0,2.0,8.0,39.0,0.722,54.77,,0,2.6667,0.5,0.0769,0.1461
Chile,Swimming,2004,,0.0,0.0,0.0,0.0,47.0,0.51,848.37,2.0,0,,0.0,,0.0
Azerbaijan,Gymnastics,2000,2.0,1.0,2.0,0.0,3.0,22.0,0.7,823.22,4.0,0,1.5,0.3333,0.0909,0.0036
Brazil,Wrestling,2016,17.0,3.0,4.0,2.0,9.0,23.0,0.858,507.69,11.0,1,0.5294,0.3333,0.7391,0.0177
Slovenia,Wrestling,2020,7.0,2.0,2.0,1.0,5.0,39.0,0.665,251.22,3.0,0,0.7143,0.4,0.1795,0.0199
Qatar,Judo,1996,42.0,0.0,0.0,3.0,3.0,8.0,0.355,583.28,4.0,0,0.0714,0.0,5.25,0.0051
Finland,Boxing,1996,54.0,,1.0,1.0,,45.0,0.913,137.1,0.0,0,,,1.2,
Slovenia,Cycling,2012,5.0,1.0,0.0,0.0,1.0,41.0,0.78,257.76,3.0,0,0.2,1.0,0.122,0.0039
Cambodia,Judo,2012,57.0,3.0,0.0,0.0,3.0,39.0,0.36,1324.09,5.0,0,0.0526,1.0,1.4615,0.0023
Bolivia,Swimming,1992,10.0,3.0,,3.0,9.0,46.0,0.617,248.29,8.0,0,0.9,0.3333,0.2174,0.0362
Brazil,Athletics,1992,53.0,1.0,0.0,0.0,1.0,17.0,0.618,1101.43,2.0,0,0.0189,1.0,3.1176,0.0009
Armenia,Cycling,1992,21.0,1.0,0.0,0.0,1.0,37.0,0.791,692.81,1.0,0,0.0476,1.0,0.5676,0.0014
Georgia,Rowing,2024,6.0,2.0,2.0,3.0,7.0,38.0,0.622,1072.28,,0,1.1667,0.2857,0.1579,0.0065
Turkey,Athletics,2016,14.0,3.0,2.0,2.0,7.0,32.0,0.14,1288.24,9.0,0,0.5,0.4286,0.4375,0.0054
Mongolia,Judo,2012,,3.0,2.0,3.0,8.0,42.0,0.748,1167.5,6.0,0,,0.375,,0.0069
China,Cycling,1992,52.0,1.0,3.0,0.0,4.0,7.0,0.988,31.18,6.0,0,0.0769,0.25,7.4286,0.1283
Norway,Shooting,1992,51.0,0.0,1.0,0.0,1.0,16.0,0.893,,3.0,0,0.0196,0.0,3.1875,
Nepal,Wrestling,2004,56.0,0.0,0.0,0.0,0.0,49.0,0.409,252.34,,0,0.0,0.0,1.1429,0.0
Morocco,Cycling,2024,46.0,3.0,2.0,4.0,9.0,17.0,0.644,1352.6,,0,0.1957,0.3333,2.7059,0.0067
Mexico,Judo,1992,45.0,3.0,2.0,1.0,6.0,23.0,,265.7,5.0,0,0.1333,0.5,1.9565,0.0226
South Korea,Rowing,1992,40.0,0.0,0.0,0.0,0.0,34.0,0.297,312.95,0.0,0,0.0,0.0,1.1765,0.0
Jordan,Judo,2020,25.0,4.0,2.0,5.0,11.0,,0.855,673.3,10.0,0,0.44,0.3636,,0.0163
Bulgaria,Cycling,1992,,1.0,,3.0,4.0,33.0,0.522,422.47,3.0,0,,0.25,,0.0095
Sweden,Judo,1992,31.0,1.0,2.0,0.0,3.0,6.0,0.276,679.87,2.0,0,0.0968,0.3333,5.1667,0.0044
Senegal,Wrestling,2016,1.0,3.0,2.0,1.0,6.0,38.0,0.872,571.71,7.0,0,6.0,0.5,0.0263,0.0105
Jordan,Shooting,2012,33.0,0.0,0.0,0.0,0.0,46.0,0.614,1057.0,0.0,0,0.0,0.0,0.7174,0.0
Ethiopia,Shooting,2000,28.0,1.0,2.0,1.0,4.0,31.0,0.956,107.31,4.0,0,0.1429,0.25,0.9032,0.0373
Croatia,Swimming,2020,44.0,2.0,1.0,0.0,3.0,32.0,0.864,938.18,4.0,0,0.0682,0.6667,1.375,0.0032
Switzerland,Shooting,2012,51.0,5.0,2.0,3.0,10.0,34.0,0.438,516.84,8.0,0,0.1961,0.5,1.5,0.0193
Bangladesh,Cycling,1992,32.0,0.0,1.0,1.0,2.0,23.0,0.465,943.63,4.0,0,0.0625,0.0,1.3913,0.0021
Cambodia,Gymnastics,2008,26.0,1.0,1.0,2.0,4.0,46.0,0.215,676.17,2.0,0,0.1538,0.25,0.5652,0.0059
Senegal,Gymnastics,2000,1.0,2.0,3.0,2.0,7.0,,0.738,1024.89,6.0,0,7.0,0.2857,,0.0068
Malaysia,Weightlifting,2016,37.0,2.0,2.0,4.0,8.0,8.0,0.899,543.23,10.0,0,0.2162,0.25,4.625,0.0147
Sri Lanka,Cycling,2008,40.0,0.0,1.0,1.0,2.0,35.0,0.619,479.56,2.0,0,0.05,0.0,1.1429,0.0042
Netherlands,Rowing,2012,36.0,0.0,0.0,2.0,2.0,21.0,0.61,1001.93,,0,0.0556,0.0,1.7143,0.002
Belarus,Judo,2020,25.0,3.0,4.0,5.0,12.0,14.0,0.777,72.76,12.0,0,0.48,0.25,1.7857,0.1649
Austria,Weightlifting,2000,31.0,2.0,3.0,2.0,7.0,2.0,0.879,1325.48,5.0,0,0.2258,0.2857,15.5,0.0053
Croatia,Wrestling,2012,4.0,4.0,2.0,4.0,10.0,46.0,0.662,,12.0,0,2.5,0.4,0.087,
Rwanda,Swimming,2016,8.0,0.0,0.0,1.0,1.0,10.0,0.287,198.55,2.0,0,0.125,0.0,0.8,0.005
Georgia,Boxing,2004,27.0,4.0,4.0,5.0,13.0,22.0,0.78,917.72,13.0,0,0.4815,0.3077,1.2273,0.0142
Belarus,Gymnastics,2008,20.0,2.0,0.0,0.0,2.0,15.0,0.955,192.79,4.0,0,0.1,1.0,1.3333,0.0104
Kazakhstan,Cycling,2016,38.0,1.0,,2.0,4.0,16.0,0.907,1242.03,1.0,0,0.1053,0.25,2.375,0.0032
Germany,Gymnastics,2020,7.0,4.0,4.0,4.0,12.0,3.0,0.994,129.84,10.0,0,1.7143,0.3333,2.3333,0.0924
Kazakhstan,Wrestling,2024,21.0,0.0,1.0,0.0,1.0,22.0,0.423,356.57,0.0,0,0.0476,0.0,0.9545,0.0028
USA,Judo,1992,9602.328994209533,4.0,3.0,3.0,10.0,,16.42077327926586,1073.5,,0,0.001,0.4,,0.0093
Rwanda,Gymnastics,2004,,4.0,2.0,2.0,8.0,10.0,0.618,379.19,10.0,0,,0.5,,0.0211
Sri Lanka,Shooting,1996,8.0,4.0,1.0,2.0,7.0,11.0,,1171.09,9.0,0,0.875,0.5714,0.7273,0.006
Japan,Gymnastics,2004,9.0,1.0,0.0,0.0,1.0,32.0,0.689,297.24,2.0,0,0.1111,1.0,0.2812,0.0034
Turkey,Shooting,2000,,1.0,3.0,2.0,6.0,,0.1,1335.54,3.0,0,,0.1667,,0.0045
France,Boxing,2016,38.0,5.0,3.0,2.0,10.0,23.0,0.381,184.99,8.0,0,0.2632,0.5,1.6522,0.0541
Zimbabwe,Cycling,2016,13.0,1.0,2.0,3.0,6.0,10.0,,882.09,3.0,0,0.4615,0.1667,1.3,0.0068
Cuba,Weightlifting,2024,46.0,4.0,4.0,3.0,11.0,48.0,0.476,1050.69,8.0,0,0.2391,0.3636,0.9583,0.0105
Morocco,Rowing,2004,52.0,2.0,0.0,1.0,3.0,1.0,0.824,,1.0,0,0.0577,0.6667,52.0,
Dominican Republic,Shooting,2004,20.0,0.0,0.0,0.0,,1.0,0.662,1348.2,,0,,,20.0,
India,Judo,2008,54.0,2.0,4.0,3.0,9.0,9.0,0.562,340.14,,0,0.1667,0.2222,6.0,0.0265
Nepal,Rowing,2008,54.0,1.0,2.0,1.0,4.0,11.0,0.669,1290.7,6.0,0,0.0741,0.25,4.9091,0.0031
Indonesia,Shooting,2024,48.0,4.0,5.0,5.0,14.0,12.0,0.856,1208.17,16.0,0,0.2917,0.2857,4.0,0.0116
Mongolia,Athletics,2008,,0.0,,0.0,0.0,,,58.74,0.0,0,,0.0,,0.0
Kazakhstan,Gymnastics,2024,17.0,4.0,,3.0,10.0,17.0,0.755,515.53,10.0,0,0.5882,0.4,1.0,0.0194
Argentina,Weightlifting,2020,24.0,1.0,,1.0,6.0,1.0,0.159,110.05,,0,0.25,0.1667,24.0,0.0545
Kazakhstan,Shooting,1992,41.0,0.0,0.0,2.0,2.0,10.0,0.286,384.27,2.0,0,0.0488,0.0,4.1,0.0052
Senegal,Judo,1992,58.0,4.0,5.0,2.0,11.0,20.0,0.552,637.48,13.0,0,0.1897,0.3636,2.9,0.0173
Cuba,Boxing,1996,53.0,1.0,0.0,0.0,1.0,17.0,0.891,768.31,0.0,0,0.0189,1.0,3.1176,0.0013
Cambodia,Wrestling,1992,8.0,0.0,1.0,1.0,2.0,,0.589,1373.26,1.0,0,0.25,0.0,,0.0015
Cuba,Swimming,2020,7.0,0.0,0.0,0.0,0.0,49.0,0.584,637.8,0.0,0,0.0,0.0,0.1429,0.0
Jamaica,Swimming,2012,5.0,2.0,0.0,0.0,2.0,21.0,0.734,911.47,,0,0.4,1.0,0.2381,0.0022
russia,Boxing,2000,55.0,2.0,3.0,2.0,7.0,12.0,0.322,224.2,8.0,0,0.1273,0.2857,4.5833,0.0312
South Korea,Boxing,2012,26.0,0.0,2.0,0.0,2.0,47.0,0.43,1244.01,2.0,0,0.0769,0.0,0.5532,0.0016
Azerbaijan,Judo,2000,31.0,2.0,2.0,0.0,4.0,39.0,0.553,465.82,,0,0.129,0.5,0.7949,0.0086
Costa Rica,Gymnastics,2004,13.0,0.0,2.0,0.0,2.0,10.0,0.898,199.24,2.0,0,0.1538,0.0,1.3,0.01
Netherlands,Gymnastics,2016,1.0,2.0,0.0,1.0,3.0,9.0,0.808,,5.0,0,3.0,0.6667,0.1111,
New Zealand,Rowing,1992,27.0,0.0,0.0,2.0,2.0,39.0,0.229,,0.0,0,0.0741,0.0,0.6923,
germany,Swimming,2004,7.0,,2.0,3.0,7.0,40.0,,606.88,,0,1.0,,0.175,0.0115
Cuba,Athletics,2012,46.0,,1.0,2.0,4.0,13.0,0.79,1314.38,2.0,0,0.087,,3.5385,0.003
Sri Lanka,Shooting,2016,9.0,2.0,3.0,2.0,7.0,48.0,0.424,669.54,,0,0.7778,0.2857,0.1875,0.0105
Portugal,Judo,2016,48.0,,0.0,0.0,0.0,18.0,0.477,435.3,2.0,0,0.0,,2.6667,0.0
Malaysia,Cycling,2016,,1.0,,2.0,3.0,33.0,0.996,1313.01,4.0,0,,0.3333,,0.0023
Romania,Athletics,1996,51.0,,4.0,1.0,7.0,6.0,0.963,21.47,7.0,0,0.1373,,8.5,0.326
Finland,Cycling,2004,40.0,0.0,2.0,0.0,2.0,47.0,0.168,1311.09,1.0,0,0.05,0.0,0.8511,0.0015
Uzbekistan,Swimming,2004,29.0,3.0,0.0,2.0,5.0,20.0,0.818,320.92,4.0,0,0.1724,0.6,1.45,0.0156
Fiji,Rowing,1992,18.0,3.0,0.0,0.0,3.0,35.0,0.495,1119.58,,0,0.1667,1.0,0.5143,0.0027
Bolivia,Swimming,1996,5.0,3.0,5.0,3.0,11.0,,0.692,22.89,10.0,0,2.2,0.2727,,0.4806
Sweden,Weightlifting,2004,37.0,2.0,0.0,2.0,4.0,47.0,0.763,6.2,6.0,0,0.1081,0.5,0.7872,0.6452
Uzbekistan,Shooting,2008,37.0,0.0,0.0,0.0,0.0,39.0,0.528,400.31,2.0,0,0.0,0.0,0.9487,0.0
Uzbekistan,Cycling,1992,33.0,3.0,1.0,1.0,5.0,3.0,0.41,264.35,2.0,0,0.1515,0.6,11.0,0.0189
Canada,Swimming,1992,22.0,,0.0,0.0,1.0,22.0,0.11,281.78,,0,0.0455,,1.0,0.0035
Italy,Shooting,1992,18.0,0.0,0.0,1.0,1.0,14.0,0.331,15.09,0.0,0,0.0556,0.0,1.2857,0.0663
Finland,Wrestling,2020,53.0,2.0,,4.0,8.0,5.0,0.579,248.0,,0,0.1509,0.25,10.6,0.0323
Russia,Rowing,1992,15.0,1.0,2.0,4.0,7.0,33.0,0.641,1317.28,9.0,0,0.4667,0.1429,0.4545,0.0053
Hungary,Rowing,2012,14.0,0.0,0.0,0.0,0.0,46.0,0.855,,1.0,0,0.0,0.0,0.3043,
Canada,Cycling,2000,9.0,4.0,5.0,2.0,11.0,28.0,0.563,952.83,10.0,0,1.2222,0.3636,0.3214,0.0115
Mexico,Gymnastics,2012,,1.0,0.0,0.0,1.0,27.0,0.979,94.25,3.0,0,,1.0,,0.0106
Serbia,Wrestling,1996,25.0,3.0,4.0,4.0,11.0,9.0,0.236,1313.9,8.0,0,0.44,0.2727,2.7778,0.0084
Greece,Gymnastics,2004,20.0,4.0,3.0,2.0,9.0,49.0,,920.07,10.0,1,0.45,0.4444,0.4082,0.0098
Finland,Weightlifting,2024,22.0,4.0,4.0,5.0,13.0,22.0,0.482,339.81,15.0,0,0.5909,0.3077,1.0,0.0383
India,Shooting,2000,21.0,4.0,3.0,1.0,8.0,38.0,0.713,1256.24,10.0,0,0.381,0.5,0.5526,0.0064
Netherlands,Judo,2024,,2.0,0.0,1.0,3.0,37.0,,213.57,4.0,0,,0.6667,,0.014
UAE,Boxing,1992,3.0,4.0,2.0,4.0,10.0,32.0,0.669,,8.0,0,3.3333,0.4,0.0938,
Dominican Republic,Shooting,2008,14.0,1.0,0.0,0.0,1.0,12.0,0.561,391.41,0.0,0,0.0714,1.0,1.1667,0.0026
Nepal,Swimming,2012,10.0,2.0,2.0,4.0,8.0,6.0,0.231,57.93,6.0,0,0.8,0.25,1.6667,0.1381
Ethiopia,Shooting,2024,26.0,1.0,0.0,0.0,1.0,,0.3,565.3,3.0,0,0.0385,1.0,,0.0018
Lebanon,Judo,1996,44.0,0.0,0.0,0.0,0.0,,0.268,1252.7,0.0,0,0.0,0.0,,0.0
Denmark,Boxing,2004,,2.0,,3.0,8.0,,0.843,1002.5,6.0,0,,0.25,,0.008
Belarus,Swimming,2000,39.0,1.0,2.0,0.0,3.0,28.0,0.863,1326.08,2.0,0,0.0769,0.3333,1.3929,0.0023
Cambodia,Rowing,1996,18.0,2.0,0.0,0.0,,13.0,0.212,258.11,4.0,0,,,1.3846,
Romania,Swimming,2012,39.0,2.0,0.0,1.0,3.0,12.0,0.229,780.92,3.0,0,0.0769,0.6667,3.25,0.0038
Netherlands,Judo,2020,36.0,1.0,1.0,1.0,3.0,30.0,0.812,1141.67,3.0,0,0.0833,0.3333,1.2,0.0026
Spain,Cycling,1992,12.0,3.0,2.0,5.0,,6.0,0.1,25.75,8.0,0,,,2.0,
Spain,Cycling,2016,11.0,4.0,4.0,5.0,13.0,22.0,0.845,1027.33,15.0,0,1.1818,0.3077,0.5,0.0127
Dominican Republic,Rowing,2012,27.0,1.0,1.0,2.0,4.0,18.0,0.211,357.58,3.0,0,0.1481,0.25,1.5,0.0112
Armenia,Shooting,2016,41.0,,3.0,1.0,5.0,31.0,0.491,358.32,3.0,0,0.122,,1.3226,0.014
Indonesia,Cycling,2000,46.0,1.0,2.0,0.0,3.0,15.0,0.21,665.67,1.0,0,0.0652,0.3333,3.0667,0.0045
Costa Rica,Judo,2020,22.0,2.0,3.0,,10.0,24.0,0.602,161.88,12.0,0,0.4545,0.2,0.9167,0.0618
CHINA,Athletics,2004,55.0,2.0,0.0,2.0,4.0,17.0,0.849,1031.82,5.0,0,0.0727,0.5,3.2353,0.0039
Kenya,Athletics,2000,51.0,0.0,1.0,0.0,1.0,44.0,0.997,198.11,0.0,0,0.0196,0.0,1.1591,0.005
Belarus,Gymnastics,2020,27.0,0.0,0.0,0.0,0.0,49.0,0.174,356.26,1.0,0,0.0,0.0,0.551,0.0
Armenia,Shooting,1992,40.0,1.0,2.0,0.0,3.0,32.0,0.804,418.78,0.0,0,0.075,0.3333,1.25,0.0072
Uzbekistan,Boxing,2024,14.0,0.0,3.0,2.0,5.0,1.0,0.105,641.27,,0,0.3571,0.0,14.0,0.0078
Denmark,Judo,1992,15.0,2.0,1.0,1.0,4.0,24.0,0.268,978.54,2.0,0,0.2667,0.5,0.625,0.0041
Italy,Cycling,2000,56.0,1.0,0.0,,2.0,39.0,0.518,862.24,1.0,0,0.0357,0.5,1.4359,0.0023
russia,Judo,2016,7.0,4.0,,,10.0,16.0,0.568,472.47,12.0,0,1.4286,0.4,0.4375,0.0212
Thailand,Shooting,1992,55.0,,3.0,2.0,7.0,1.0,0.277,32.57,7.0,0,0.1273,,55.0,0.2149
Chile,Athletics,2008,20.0,1.0,0.0,0.0,1.0,13.0,,814.41,0.0,0,0.05,1.0,1.5385,0.0012
Senegal,Cycling,1996,27.0,1.0,3.0,1.0,5.0,19.0,0.342,1375.18,3.0,0,0.1852,0.2,1.4211,0.0036
South Korea,Wrestling,2024,54.0,0.0,3.0,1.0,4.0,24.0,0.957,1088.57,3.0,0,0.0741,0.0,2.25,0.0037
Sri Lanka,Rowing,2012,21.0,0.0,0.0,0.0,0.0,27.0,0.347,38.23,0.0,0,0.0,0.0,0.7778,0.0
Thailand,Weightlifting,2024,5.0,4.0,3.0,2.0,,35.0,0.855,939.75,10.0,0,,,0.1429,
UK,Rowing,2020,44.0,0.0,0.0,0.0,0.0,13.0,0.972,357.55,2.0,0,0.0,0.0,3.3846,0.0
Nepal,Judo,2004,56.0,0.0,1.0,0.0,,37.0,0.861,690.37,1.0,0,,,1.5135,
russia,Rowing,2012,13.0,3.0,1.0,1.0,,15.0,0.667,854.15,6.0,0,,,0.8667,
Turkey,Shooting,2016,,2.0,2.0,3.0,7.0,,0.599,1114.86,6.0,0,,0.2857,,0.0063
South Africa,Weightlifting,2000,14.0,2.0,1.0,2.0,5.0,36.0,0.781,664.35,4.0,0,0.3571,0.4,0.3889,0.0075
India,Rowing,2024,14.0,1.0,0.0,2.0,3.0,,0.59,216.95,5.0,0,0.2143,0.3333,,0.0138
USA,Athletics,2004,27.0,2.0,3.0,1.0,6.0,49.0,0.151,727.15,,0,0.2222,0.3333,0.551,0.0083
Colombia,Swimming,2008,43.0,,2.0,1.0,,18.0,0.716,653.79,3.0,0,,,2.3889,
Bolivia,Judo,2000,60.0,2.0,2.0,4.0,8.0,15.0,0.874,1089.16,8.0,0,0.1333,0.25,4.0,0.0073
Trinidad,Athletics,2000,6.0,0.0,1.0,0.0,1.0,31.0,0.245,711.95,0.0,0,0.1667,0.0,0.1935,0.0014
Nigeria,Wrestling,2004,12.0,3.0,0.0,1.0,,,0.912,179.19,4.0,0,,,,
Malaysia,Athletics,2000,,4.0,4.0,3.0,11.0,15.0,0.976,1250.5,11.0,0,,0.3636,,0.0088
Ukraine,Shooting,2004,47.0,1.0,0.0,3.0,4.0,17.0,0.479,1107.52,2.0,0,0.0851,0.25,2.7647,0.0036
Qatar,Swimming,2000,47.0,0.0,0.0,,,5.0,0.488,320.8,1.0,0,,,9.4,
Lebanon,Gymnastics,2004,4.0,0.0,0.0,2.0,2.0,31.0,0.875,681.51,0.0,0,0.5,0.0,0.129,0.0029
Armenia,Rowing,2000,54.0,2.0,0.0,2.0,4.0,10.0,0.934,800.82,3.0,0,0.0741,0.5,5.4,0.005
Netherlands,Gymnastics,1992,4.0,,0.0,,2.0,40.0,0.646,996.66,3.0,0,0.5,,0.1,0.002
Chile,Athletics,2020,,0.0,0.0,0.0,0.0,12.0,0.443,1387.01,0.0,0,,0.0,,0.0
Slovenia,Judo,1996,22.0,3.0,0.0,0.0,3.0,48.0,0.701,1252.34,0.0,0,0.1364,1.0,0.4583,0.0024
Latvia,Weightlifting,2000,,0.0,0.0,1.0,1.0,,0.147,,1.0,0,,0.0,,
Malaysia,Boxing,2020,34.0,,5.0,2.0,,39.0,0.402,238.52,7.0,0,,,0.8718,
Nigeria,Shooting,1996,,3.0,2.0,1.0,,15.0,0.318,950.61,3.0,0,,,,
